"Partija","Kandidatas1","Kandidatas2","Koreliacija"
"Politinė partija „Sąjunga Taip“","Aldona KRASAUSKIENĖ","Alfredas ASTIKAS",0.200690627262855
"Partija Tvarka ir teisingumas","Lina ŠUKYTĖ","Romualdas JASMANTAS",0.200463993557086
"Partija „Jaunoji Lietuva“","Edita SMETONAITĖ","Simona STINSKAITĖ",0.199732991185673
"Partija Tvarka ir teisingumas","Nina ŠESTERNIKOVA","Raimonda KAROSAITĖ",0.198754150245329
"Liberalų ir centro sąjunga","Arūnė STIRBLYTĖ","Romualdas KISELIŪNAS",0.198585660739111
"Demokratinė darbo ir vienybės partija","Jurga ŠIUGŽDINYTĖ","Laima ROMERYTĖ",0.198550279957674
"Politinė partija „Sąjunga Taip“","Asta LUKOŠIŪNIENĖ","Saulius GEGIECKAS",0.198426755836117
"Respublikonų partija","Daiva VAIDELIENĖ","Vitalija GRIGARAVIČIENĖ",0.198371723936853
"Liberalų ir centro sąjunga","Robertas MIKALAUSKIS","Tomas KARUŽAS",0.198150269089463
"Liberalų ir centro sąjunga","Aušrydas TAMULIONIS","Vytautas ŠIMKUS",0.198115493192434
"Partija Tvarka ir teisingumas","Petras BERESNEVIČIUS","Vincas METRIKIS",0.198090705241626
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Egidijus ŠVĖGŽDA",0.198053379683197
"Demokratinė darbo ir vienybės partija","Almantas MAIŽIEŠIUS","Kęstutis MAČĖNAS",0.198025963126232
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algimantas BIRBILAS","Vytautas BURBULIS",0.197508351602139
"Politinė partija „Sąjunga Taip“","Darius GIMŽAUSKAS","Inga LEBEDNYKIENĖ",0.197236732664014
"Lietuvos žmonių partija","Kristina NEMANIENĖ","Vainius ARLAUSKAS",0.197107596999498
"Partija Tvarka ir teisingumas","Aleksas KARALAVIČIUS","Edgaras MOLIS",0.196824408475423
"Lietuvos žmonių partija","Ilona ČIRVINSKAITĖ","Kristina LEONAVIČIENĖ",0.196789931918588
"Demokratinė darbo ir vienybės partija","Algirdas STANKUS","Dalius MICKUS",0.196410404497357
"Liberalų ir centro sąjunga","Artūras MELIANAS","Vytautas BOGUŠIS",0.196293444224448
"Partija Tvarka ir teisingumas","Raimonda KAROSAITĖ","Vitalija LUKŠIENĖ",0.196157749452995
"Politinė partija „Sąjunga Taip“","Ruslan KOVALIOV","Vasilij FIODOROV",0.195125607430387
"Politinė partija „Sąjunga Taip“","Jevgenij GAGARIN","Ruslan KOVALIOV",0.194914059501057
"Partija Tvarka ir teisingumas","Dalia GRIGALIŪNIENĖ","Kristina VAREIKIENĖ",0.194368352111706
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Laimutė DĖDINIENĖ","Nijolė BARONIENĖ",0.194365196037235
"Liberalų ir centro sąjunga","Andrius BŪDA","Virginijus SIVOLOVAS",0.194323554163333
"Partija Tvarka ir teisingumas","Petras GRAŽULIS","Viktoras KURA",0.194010696250744
"Politinė partija „Sąjunga Taip“","Vilma VENSLOVAITIENĖ","Virginijus DASTIKAS",0.19381386877627
"Respublikonų partija","Danguolė GASILIAUSKIENĖ","Tadas VALKIŪNAS",0.193539743040379
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Reimundas VARAPICKAS","Saulius ADOMAVIČIUS",0.193499921353615
"Partija Tvarka ir teisingumas","Nina ŠESTERNIKOVA","Vitalija LUKŠIENĖ",0.19306271668454
"Demokratinė darbo ir vienybės partija","Kristina GALDIKAITĖ","Vitalijus BERGAUDAS",0.193052724692861
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Dainius Petras PAUKŠTĖ","Romualdas KACEVIČIUS",0.192785411185212
"Lietuvos žmonių partija","Andrej JERONKO","Petras VEŽBAVIČIUS",0.192772323263904
"Demokratinė darbo ir vienybės partija","Gediminas PELĖDŽIUS","Kęstutis ROKAS",0.192750597822045
"Krikščionių partija","Anatolij ŠICHOVCOV","Kęstutis MALINAUSKAS",0.192672574794489
"Demokratinė darbo ir vienybės partija","Edgaras ŽUKAUSKAS","Tadas MILIAUSKAS",0.192497565213781
"Krikščionių partija","Arūnas MARKŪNAS","Daiva BUDZINSKAITĖ",0.192263414577691
"„Drąsos kelias“ politinė partija","Antanas BUROKAS","Česlovas STONYS",0.192230434099851
"Krikščionių partija","Rolandas MERKELIS","Tomas ŠIAUDINIS",0.192186630805141
"Politinė partija „Sąjunga Taip“","Jevgenij GAGARIN","Michail OLISOV",0.192184031471429
"Respublikonų partija","Daiva VAIDELIENĖ","Valdas MIKALSKIS",0.192124005264123
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algirdas VILIMAS","Zita ORENTIENĖ",0.19211861785671
"Partija „Jaunoji Lietuva“","Inga KRIŠČIŪNIENĖ","Ramunė ŠVILPAUSKIENĖ",0.191927338214896
"Respublikonų partija","Kęstutis NORVILAS","Rimas KANČYS",0.191579040132705
"Socialistinis liaudies Frontas","Angelė AMBRAZIENĖ","Kęstutis ŠKĖLA",0.191532167319417
"Lietuvos žmonių partija","Jurij BURSOV","Viačeslav KAŠPOR",0.19148913473198
"Respublikonų partija","Deimantas Petras RAŽANAUSKAS","Vilma GECEVIČIŪTĖ",0.191282506232185
"Respublikonų partija","Aura BARTAŠKIENĖ","Vitalija GRIGARAVIČIENĖ",0.191144762930867
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Gražina KRAULIENĖ","Kęstutis DVARŽECKIS",0.191105586845535
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Darius TUMŠIS","Ruslan KOŽEMIAKIN",0.190741769823665
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Gražina KRAULIENĖ","Pranas NOREIKA",0.190670452255884
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Aušra MIELEIKIENĖ","Gražina KRAULIENĖ",0.190575799879975
"Politinė partija „Sąjunga Taip“","Virginija NAŠLĖNIENĖ","Virginijus DASTIKAS",0.189880327694669
"Socialistinis liaudies Frontas","Antanas ŽADEIKIS","Kęstutis ŠKĖLA",0.18972501993154
"Politinė partija „Sąjunga Taip“","Benas Renatas BALTUSIS","Židrūnas GARŠVA",0.189674673427155
"Respublikonų partija","Ingrida JANKAUSKIENĖ","Remigijus URBONAS",0.189606848714296
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Birutė BUDRECKIENĖ","Irutė GEDUTIENĖ",0.189435584486606
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Jūrius BRUKLYS","Liudas BRADAUSKAS",0.189186274674262
"Respublikonų partija","Lolita TURAUSKIENĖ","Sandra ADOMAITIENĖ",0.18902622814462
"Liberalų ir centro sąjunga","Iveta SKURVYDIENĖ","Kęstutis VILNIŠKIS",0.18893245858846
"Politinė partija „Sąjunga Taip“","Saulius PAUKŠTYS","Vilma VENSLOVAITIENĖ",0.188611667316805
"Respublikonų partija","Domantas ČIRVINSKAS","Nerijus VARNAS",0.188279348477648
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Andrius JANKAUSKAS","Mindaugas ŠIMKŪNAS",0.187941331511298
"Krikščionių partija","Antanas DAMULIS","Toma RACIUVIENĖ",0.187670433797868
"Demokratinė darbo ir vienybės partija","Algirdas ČEPONIS","Virginijus SUNGAILA",0.187572531801758
"Demokratinė darbo ir vienybės partija","Valentina IVANOVA","Virginija LABANAUSKIENĖ",0.187297062561112
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Angelija RANCEVIENĖ","Mindaugas KRENCIUS",0.187267201625066
"Demokratinė darbo ir vienybės partija","Lina AMBRAŠKIENĖ","Vidmantas KURAUSKAS",0.186866798526698
"Politinė partija „Sąjunga Taip“","Rita GLAZER","Vitalija ŠIMKIENĖ",0.186688827391609
"Krikščionių partija","Rima RUTKAUSKIENĖ","Zita Petronelė KRIAUČIŪNAITĖ",0.186588431988427
"Emigrantų partija","Jūratė NAUČIENĖ","Neringa PETRULIENĖ",0.186373157342033
"Liberalų ir centro sąjunga","Linas JANUŠONIS","Robertas PIEČIA",0.186083524513291
"Politinė partija „Sąjunga Taip“","Aleksandras BOJAROVAS","Olga GORŠKOVA",0.185833968324785
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Danutė BLAŽYTĖ-BAUŽIENĖ","Nijolė BARONIENĖ",0.185604265763075
"Socialistinis liaudies Frontas","Ivan FILONOV","Valentina ČERNIKEVIČ",0.185135174489774
"„Drąsos kelias“ politinė partija","Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ","Tautrimas JANUŠEVIČIUS",0.185021879387854
"Politinė partija „Sąjunga Taip“","Miroslavas MONKEVIČIUS","Žilvinas ŠILGALIS",0.184644114937809
"Politinė partija „Sąjunga Taip“","Nijolė DIRSIENĖ","Simona STANČIKAITĖ",0.184412102387982
"„Drąsos kelias“ politinė partija","Alė JURGAITIENĖ","Česlovas STONYS",0.183630514438165
"Demokratinė darbo ir vienybės partija","Aistė BAUTRĖNAITĖ","Audra UŽUPIENĖ",0.183539429409626
"Liberalų ir centro sąjunga","Kęstutis TRAPIKAS","Rimantas KLIPČIUS",0.183479256099196
"Lietuvos žmonių partija","Kristina NEMANIENĖ","Rita ŠERNIENĖ",0.183426644727805
"Demokratinė darbo ir vienybės partija","Irina KSENZOVA","Ruslan KARAPETROV",0.183139387880239
"„Drąsos kelias“ politinė partija","Algirdas GURSKIS","Tatjana ŽGUNOVA",0.18302796030652
"Krikščionių partija","Alfonsas MOTUZAS","Arūnas MARKŪNAS",0.182778544031569
"Demokratinė darbo ir vienybės partija","Dalius MICKUS","Kęstutis ROKAS",0.182550985886417
"„Drąsos kelias“ politinė partija","Jonas IVOŠKA","Zenonas ŽYMANČIUS",0.18246827289194
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Arūnas MATULIS","Juozas LOPETAITIS",0.182343127147927
"Demokratinė darbo ir vienybės partija","Rasa KISELIOVA","Vladimir KISELIOV",0.181954928636993
"Respublikonų partija","Aušra ABRAMAVIČIENĖ","Birutė PAUKŠTIENĖ",0.181608599933419
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algirdas VILIMAS","Rytas KAMINSKAS",0.181532313647829
"Demokratinė darbo ir vienybės partija","Danutė RUPLYTĖ","Julija ILJINA",0.181405435841515
"„Drąsos kelias“ politinė partija","Egidijus RUMŠA","Justė MILUŠAUSKIENĖ",0.18129158111656
"Liberalų ir centro sąjunga","Rita JUOZAPAITIENĖ","Robertas MIKALAUSKIS",0.181272101379129
"Politinė partija „Sąjunga Taip“","Daivis SUTKEVIČIUS","Edmundas BERNOTAS",0.180237439245444
"Liberalų ir centro sąjunga","Valdemaras PUODŽIŪNAS","Vidmantas PLEČKAITIS",0.180207648986049
"Politinė partija „Sąjunga Taip“","Gediminas VASILIAUSKAS","Ruslan KOVALIOV",0.180024260301128
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Gražina KRAULIENĖ","Rima ŠTEFANE",0.179907319995929
"Lietuvos žmonių partija","Darius KEPEŽINSKAS","Liana GUDAUSKIENĖ",0.179797540679121
"Politinė partija „Sąjunga Taip“","Algimantas VAKARINAS","Artūras VAŠKEVIČIUS",0.179666718340835
"Politinė partija „Sąjunga Taip“","Ernesta ARLAUSKAITĖ","Jonas KUKLYS",0.179633839387736
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Darius BARTAŠIUS","Nijolė VILIENĖ",0.179468057839939
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Gražina KRAULIENĖ","Irutė GEDUTIENĖ",0.179423811154431
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algimantas BIRBILAS","Algirdas VILIMAS",0.179374137774981
"Socialistinis liaudies Frontas","Audronė MILTENIENĖ","Marijona ŠIURNIENĖ",0.178782421744049
"Liberalų ir centro sąjunga","Deividas STAPONKUS","Vincas LAURUTIS",0.178315429330987
"Socialistinis liaudies Frontas","Ivan FILONOV","Natalja LATYPOVA",0.178208498492235
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Birutė BUDRECKIENĖ","Kęstutis DVARŽECKIS",0.178068965371936
"Respublikonų partija","Domantas ČIRVINSKAS","Rytis ZABIELSKAS",0.177903262127613
"Respublikonų partija","Deimantas Petras RAŽANAUSKAS","Remigijus URBONAS",0.177814068993994
"„Drąsos kelias“ politinė partija","Julius GIRDVAINIS","Laima ARNATKEVIČIŪTĖ",0.177466642432564
"Demokratinė darbo ir vienybės partija","Aušra STRAVINSKAITĖ-BALIŪNIENĖ","Irina KSENZOVA",0.177429436751969
"Politinė partija „Sąjunga Taip“","Povilas ALEKSANDRAVIČIUS","Valdas KLIMANTAVIČIUS",0.177381286030639
"Socialistinis liaudies Frontas","Ivan FILONOV","Vladimir FOMIN",0.177287851240052
"Demokratinė darbo ir vienybės partija","Nijolė ŠIUGŽDINIENĖ","Rita RIMŠIENĖ",0.177156853950726
"Politinė partija „Sąjunga Taip“","Darius GIMŽAUSKAS","Donatas RAMANAUSKAS",0.17714166489907
"Politinė partija „Sąjunga Taip“","Armandas KALYTIS","Dainius VARNAS",0.176746856132292
"Demokratinė darbo ir vienybės partija","Laima ROMERYTĖ","Rita RIMŠIENĖ",0.176666166374097
"Liberalų ir centro sąjunga","Arūnas STAŠAITIS","Linas KRAPAVICKAS",0.176481637986587
"Politinė partija „Sąjunga Taip“","Aleksandras Vytautas JAKELEVIČIUS","Almutė JUZĖNIENĖ",0.176135918119516
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Algimantas ŠVANYS","Alvydas DIRSĖ",0.175964967502161
"Respublikonų partija","Dainora GRUZDIENĖ","Leonid PLOTNIKOV",0.175491886446754
"Partija „Jaunoji Lietuva“","Arminas ŠAULYS","Inga KRIŠČIŪNIENĖ",0.175414008692894
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Danutė BLAŽYTĖ-BAUŽIENĖ","Vytautas TUMĖNAS",0.175271185992331
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Marius KUNDROTAS","Vladas TURČINAVIČIUS",0.174705338849386
"Demokratinė darbo ir vienybės partija","Laima VILEIKIENĖ","Virginija LABANAUSKIENĖ",0.174566647540021
"Liberalų ir centro sąjunga","Daiva VALIAUGIENĖ","Jūratė GRICIŪTĖ",0.174346834758183
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Šarūnas LAUŽADIS","Vytautas TUMĖNAS",0.174033093411531
"Demokratinė darbo ir vienybės partija","Tomas GRIGALAITIS","Vidmantas KURAUSKAS",0.173641535921865
"Demokratinė darbo ir vienybės partija","Algirdas ČEPONIS","Edas MATULIS",0.173612846635508
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Alfonsas LUPEIKIS","Algimantas BIRBILAS",0.173387543034057
"Politinė partija „Sąjunga Taip“","Alfredas ASTIKAS","Mantas PAULAUSKAS",0.17305368693013
"Liberalų ir centro sąjunga","Mantas PANAVAS","Vytautas KANEVIČIUS",0.173026664214985
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Jonas VAIŠKŪNAS","Nijolė BALČIŪNIENĖ",0.172586666968482
"Krikščionių partija","Arūnas MAULIUS","Tomas STENIUKYNAS",0.172425363496153
"Politinė partija „Sąjunga Taip“","Armandas KALYTIS","Gintautas ŠIVICKAS",0.172423985631613
"Emigrantų partija","Edgaras ŽILIONIS","Gražina MONCEVIČIENĖ",0.172382850283628
"Lietuvos žmonių partija","Gitana BEDULSKIENĖ","Ilona ČIRVINSKAITĖ",0.172090178756441
"Lietuvos žmonių partija","Jurij BURSOV","Vadim DAVYDOV",0.1720360084326
"Politinė partija „Sąjunga Taip“","Michail OLISOV","Ruslan KOVALIOV",0.171997426457149
"Politinė partija „Sąjunga Taip“","Saulius PAUKŠTYS","Virginijus DASTIKAS",0.171931159108455
"Respublikonų partija","Tomas MERKYS","Vitalija GRIGARAVIČIENĖ",0.17190123320152
"Liberalų ir centro sąjunga","Irena RIČKUVIENĖ","Robertas PIEČIA",0.171523452189912
"Emigrantų partija","Gražina MONCEVIČIENĖ","Rita ANDRIUŠIENĖ",0.171516468246607
"„Drąsos kelias“ politinė partija","Erika DRUNGYTĖ","Rolandas BORAVSKIS",0.171441256408264
"Partija „Jaunoji Lietuva“","Antanas MALEVIČIUS","Arminas ŠAULYS",0.171321676649259
"Liberalų ir centro sąjunga","Jurgita GINTAUTAITĖ","Nora RIBOKIENĖ",0.17109031735826
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Arūnas PAKUTINSKAS","Judita DARGEVIČIENĖ",0.171085781376561
"Socialistinis liaudies Frontas","Angelė AMBRAZIENĖ","Vadim LATYPOV",0.170742700337188
"Politinė partija „Sąjunga Taip“","Indrė JAKAITYTĖ","Inga SIMANONYTĖ",0.170598804075105
"„Drąsos kelias“ politinė partija","Vytautas BUDNIKAS","Zenonas VEGELEVIČIUS",0.170365956791311
"Socialistinis liaudies Frontas","Marijona ŠIMOLIŪNIENĖ","Silva JAUNIŠKIENĖ",0.169679532841395
"Demokratinė darbo ir vienybės partija","Gintaras GURČINAS","Laima ROMERYTĖ",0.169570013610931
"„Drąsos kelias“ politinė partija","Artūras RATKUS","Rolandas BORAVSKIS",0.169496995658996
"Liberalų ir centro sąjunga","Kęstutis VILNIŠKIS","Vidas BIČKUS",0.169346572758814
"Lietuvos žmonių partija","Rita ŠERNIENĖ","Robertas KASPEROVIČIUS",0.169106171594326
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Audronė ČEKAUSKIENĖ","Liudas VEDECKIS",0.168836496371667
"Demokratinė darbo ir vienybės partija","Dalius MICKUS","Gintautas DAČIOLA",0.168731126722225
"Demokratinė darbo ir vienybės partija","Regina MIKALAUSKIENĖ","Vitalijus BERGAUDAS",0.168438179492313
"Respublikonų partija","Deimantas Petras RAŽANAUSKAS","Nerijus VARNAS",0.168414003733491
"Krikščionių partija","Albinas PILIPAUSKAS","Vidmantas ŽIEMELIS",0.168311824981781
"Lietuvos žmonių partija","Giedrius GRIGALIUS","Robertas KASPEROVIČIUS",0.168256948696768
"Lietuvos žmonių partija","Olga SAVICKAJA","Rita ŠERNIENĖ",0.16807500620729
"Krikščionių partija","Algimantas JASIULIONIS","Rolandas MERKELIS",0.168054183264618
"Krikščionių partija","Alvydas ZIMKUS","Arūnas MARKŪNAS",0.167938397304115
"Krikščionių partija","Daiva BUDZINSKAITĖ","Jurgis STAŠEVIČIUS",0.167773341588543
